WO #,Client,Status,Status_Category,State,Category,Order Type,Priority,DNE,Vendor NTE,Grand Total,Labor Amt,Material Amt,Vendor Invoice Total,Vendor_Code,Vendor,NTE_Category,Invoice_Date,Has_Vendor_Invoice,Revenue_Match,Cost_Match,Profit_Margin,Manager
100402,Client B,Invoiced,1_Completed_Paid,TX,Applicances,Coffee Machines,Priority 1 - 4 hours,1078.44,950.00,1078.44,498.75,402.50,950.00,Vendor 036,Vendor 036,Over NTE,6/6/2025,YES,Match,Match,128.44,Manager 04
100244,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Ice Machines,Priority 1 - 4 hours,1952.88,1571.10,1952.88,1235.00,377.88,1571.00,Vendor 014,Vendor 014,Over NTE,6/4/2025,YES,Match,Different,381.88,Manager 05
100062,Client A,Invoiced,1_Completed_Paid,TX,Handrails and Bollards,Handrails and Bollards General,Normal - 30 days ,178.61,135.00,178.61,90.00,0.00,135.00,Vendor 015,Vendor 015,Under NTE,4/10/2025,YES,Match,Match,43.61,Manager 04
100057,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",General Door Repairs,Normal - 30 days ,242.21,191.34,242.21,148.75,0.00,191.34,Vendor 015,Vendor 015,Under NTE,4/10/2025,YES,Match,Match,50.87,Manager 03
100403,Client B,Invoiced,1_Completed_Paid,AL,Applicances,Refrigerators,Priority 2 - 24 hours,552.00,442.50,552.50,382.50,0.00,442.50,Vendor 106,Vendor 106,Under NTE,6/4/2025,YES,Different,Match,110.00,Manager 05
100440,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 3 - 48 hours,569.58,439.00,569.58,375.00,119.58,439.00,Vendor 107,Vendor 107,Under NTE,6/6/2025,YES,Match,Match,130.58,Manager 04
100361,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Refrigerators,Priority 3 - 48 hours,765.00,708.60,765.00,552.50,42.50,708.60,Vendor 021,Vendor 021,Under NTE,6/10/2025,YES,Match,Match,56.40,Manager 05
100349,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Coffee Machines,Priority 3 - 48 hours,914.70,761.00,914.70,427.50,147.20,761.00,Vendor 014,Vendor 014,Under NTE,6/10/2025,YES,Match,Match,153.70,Manager 05
100282,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,332.50,315.00,332.50,237.50,0.00,315.00,Vendor 014,Vendor 014,Under NTE,6/12/2025,YES,Match,Match,17.50,Manager 05
100296,Client B,Invoiced,1_Completed_Paid,CA,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,935.00,880.00,935.00,850.00,0.00,880.00,Vendor 018,Vendor 018,Under NTE,6/10/2025,YES,Match,Match,55.00,Manager 05
100046,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Toilet Repair,Urgent - 24-48 hours,321.44,224.06,321.44,172.50,48.94,224.06,Vendor 108,Vendor 108,Under NTE,4/15/2025,YES,Match,Match,97.38,Manager 03
100059,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Normal - 30 days ,254.00,225.00,254.00,225.00,0.00,225.00,Vendor 012,Vendor 012,Under NTE,4/13/2025,YES,Match,Match,29.00,Manager 03
100058,Client A,Invoiced,1_Completed_Paid,IL,Parking Lot,Concrete Fill,Normal - 30 days ,543.25,452.00,543.25,392.00,92.93,452.00,Vendor 012,Vendor 012,Under NTE,4/13/2025,YES,Match,Match,91.25,Manager 03
100065,Client A,Invoiced,1_Completed_Paid,IL,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,526.50,475.00,526.50,225.00,250.00,475.00,Vendor 012,Vendor 012,Under NTE,4/13/2025,YES,Match,Match,51.50,Manager 03
100271,Client B,Invoiced,1_Completed_Paid,TX,Applicances,Freezers,Priority 2 - 24 hours,11041.31,9521.00,11041.31,1045.00,8424.67,9521.00,Vendor 014,Vendor 014,Over NTE,6/17/2025,YES,Match,Match,1520.31,Manager 04
100067,Client A,Invoiced,1_Completed_Paid,IL,Splash Pads,Splash Pads General,Regular,9187.60,7826.34,9187.60,3645.00,5407.60,7826.34,Vendor 011,Vendor 011,Over NTE,4/13/2025,YES,Match,Match,1361.26,Manager 02
100066,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,1931.18,1400.00,1931.18,650.00,1004.00,1400.00,Vendor 008,Vendor 008,Over NTE,4/14/2025,YES,Match,Match,531.18,Manager 04
100075,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Clogged Toilet,Urgent - 24-48 hours,375.99,326.95,375.99,187.00,50.00,326.95,Vendor 095,Vendor 095,Under NTE,4/13/2025,YES,Match,Match,49.04,Manager 04
100033,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Sink Repair,Normal - 30 days ,308.51,215.00,308.51,115.00,105.00,215.00,Vendor 022,Vendor 022,Under NTE,4/14/2025,YES,Match,Match,93.51,Manager 02
100056,Client A,Invoiced,1_Completed_Paid,TX,Ceiling Tile Repairs,Ceiling Tile Replacement,Normal - 30 days ,535.84,270.00,535.84,345.00,85.00,270.00,Vendor 022,Vendor 022,Under NTE,4/15/2025,YES,Match,Match,265.84,Manager 02
100072,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",General Door Repairs,Normal - 30 days ,1012.14,680.29,1012.14,760.00,0.00,680.29,Vendor 109,Vendor 109,Over NTE,4/30/2025,YES,Match,Match,331.85,Manager 04
100053,Client A,Invoiced,1_Completed_Paid,NJ,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,1006.25,875.00,1006.25,875.00,0.00,875.00,Vendor 110,Vendor 110,Over NTE,4/21/2025,YES,Match,Match,131.25,Manager 04
100092,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Clogged Toilet,Urgent - 24-48 hours,233.82,189.00,233.82,187.50,28.50,189.00,Vendor 096,Vendor 096,Under NTE,4/21/2025,YES,Match,Match,44.82,Manager 03
100474,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 1 - 4 hours,1989.22,1729.95,1989.22,1282.50,564.22,1729.95,Vendor 111,Vendor 111,Over NTE,6/18/2025,YES,Match,Match,259.27,Manager 04
100060,Client A,Invoiced,1_Completed_Paid,IL,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,290.00,260.00,290.00,225.00,35.00,260.00,Vendor 012,Vendor 012,Under NTE,4/21/2025,YES,Match,Match,30.00,Manager 03
100299,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 3 - 48 hours,8695.53,6692.50,8695.53,5463.00,2953.53,6692.50,Vendor 013,Vendor 013,Over NTE,6/10/2025,YES,Match,Match,2003.03,Manager 04
100114,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Clogged Toilet,Urgent - 24-48 hours,221.64,122.00,221.64,143.75,16.00,122.00,Vendor 022,Vendor 022,Under NTE,4/16/2025,YES,Match,Match,99.64,Manager 03
100099,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Sink Repair,Urgent - 24-48 hours,235.44,155.00,235.44,172.50,0.00,155.00,Vendor 022,Vendor 022,Under NTE,4/16/2025,YES,Match,Match,80.44,Manager 04
100476,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Coffee Machines,Priority 2 - 24 hours,285.00,250.00,285.00,190.00,0.00,250.00,Vendor 014,Vendor 014,Under NTE,6/17/2025,YES,Match,Match,35.00,Manager 04
100414,Client B,Invoiced,1_Completed_Paid,TN,HVAC,HVAC General,Priority 2 - 24 hours,3003.72,2350.00,2936.22,920.00,1753.75,2350.00,Vendor 024,Vendor 024,Over NTE,6/23/2025,YES,Different,Match,586.22,Manager 05
100095,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",General Door Repairs,Urgent - 24-48 hours,180.00,150.00,180.00,150.00,0.00,150.00,Vendor 012,Vendor 012,Under NTE,4/21/2025,YES,Match,Match,30.00,Manager 03
100316,Client B,Invoiced,1_Completed_Paid,TX,Applicances,Food Equipment,Priority 1 - 4 hours,539.90,480.00,539.90,356.25,0.00,480.00,Vendor 017,Vendor 017,Under NTE,6/18/2025,YES,Match,Match,59.90,Manager 04
100113,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Clogged Toilet,Urgent - 24-48 hours,112.00,75.00,112.00,112.00,0.00,75.00,Vendor 012,Vendor 012,Under NTE,4/16/2025,YES,Match,Match,37.00,Manager 03
100367,Client B,Invoiced,1_Completed_Paid,TX,Electrician,Lighting General,Priority 3 - 48 hours,2210.31,1800.00,2210.31,1440.00,356.21,1800.00,Vendor 036,Vendor 036,Over NTE,6/19/2025,YES,Match,Match,410.31,Manager 04
100410,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Refrigerators,Priority 2 - 24 hours,692.44,492.90,692.44,380.00,97.54,492.90,Vendor 112,Vendor 112,Under NTE,6/17/2025,YES,Match,Match,199.54,Manager 05
100073,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Plumbing General,Normal - 30 days ,639.39,533.33,639.39,330.00,103.33,533.33,Vendor 091,Vendor 091,Under NTE,4/28/2025,YES,Match,Match,106.06,Manager 04
100494,Client B,Invoiced,1_Completed_Paid,CA,Plumbing,Floor Drains,Priority 3 - 48 hours,215.00,190.00,215.00,95.00,25.00,190.00,Vendor 107,Vendor 107,Under NTE,6/11/2025,YES,Match,Match,25.00,Manager 04
100450,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Closers ,Priority 3 - 48 hours,332.50,310.00,332.50,237.50,0.00,310.00,Vendor 013,Vendor 013,Under NTE,6/18/2025,YES,Match,Match,22.50,Manager 04
100368,Client B,Invoiced,1_Completed_Paid,TX,Plumbing,Water Heater Repairs,Priority 3 - 48 hours,947.19,750.00,947.19,95.00,0.00,750.00,Vendor 036,Vendor 036,Under NTE,6/19/2025,YES,Match,Match,197.19,Manager 04
100117,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Normal - 30 days ,279.00,225.00,279.00,250.00,0.00,225.00,Vendor 012,Vendor 012,Under NTE,4/23/2025,YES,Match,Match,54.00,Manager 03
100070,Client A,Invoiced,1_Completed_Paid,TX,Flooring,Flooring General,Normal - 30 days ,178.61,128.00,178.61,115.00,20.00,128.00,Vendor 022,Vendor 022,Under NTE,4/21/2025,YES,Match,Match,50.61,Manager 04
100249,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 3 - 48 hours,5640.67,4635.75,5640.67,3992.50,1158.17,4635.75,Vendor 013,Vendor 013,Over NTE,6/11/2025,YES,Match,Match,1004.92,Manager 04
100500,Client B,Invoiced,1_Completed_Paid,AL,Applicances,Freezers,Priority 2 - 24 hours,1692.50,1552.00,1692.50,920.00,572.50,1552.00,Vendor 098,Vendor 098,Over NTE,6/30/2025,YES,Match,Match,140.50,Manager 05
100408,Client B,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Hardware,Priority 2 - 24 hours,2560.37,2030.35,2560.37,1045.00,980.24,2030.35,Vendor 100,Vendor 100,Over NTE,6/30/2025,YES,Match,Match,530.02,Manager 04
100501,Client B,Invoiced,1_Completed_Paid,AL,HVAC,HVAC Repairs,Priority 1 - 4 hours,2089.41,1920.00,2089.41,480.00,39.41,1920.00,Vendor 113,Vendor 113,Over NTE,6/12/2025,YES,Match,Match,169.41,Manager 05
100471,Client B,Invoiced,1_Completed_Paid,CA,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,988.94,813.00,988.94,560.00,178.94,813.00,Vendor 107,Vendor 107,Under NTE,6/11/2025,YES,Match,Match,175.94,Manager 04
100491,Client B,Invoiced,1_Completed_Paid,CA,Drywall,Drywall,Priority 3 - 48 hours,237.00,210.00,237.00,150.00,12.00,210.00,Vendor 107,Vendor 107,Under NTE,6/11/2025,YES,Match,Match,27.00,Manager 04
100482,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Food Equipment,Priority 2 - 24 hours,543.00,460.00,543.00,380.00,68.00,460.00,Vendor 014,Vendor 014,Under NTE,6/17/2025,YES,Match,Match,83.00,Manager 04
100510,Client B,Invoiced,1_Completed_Paid,TN,HVAC,HVAC General,Priority 1 - 4 hours,667.89,538.12,667.89,480.00,67.89,538.12,Vendor 021,Vendor 021,Under NTE,6/30/2025,YES,Match,Match,129.77,Manager 05
100503,Client B,Invoiced,1_Completed_Paid,TX,Landscaping,Landscaping General,Priority 2 - 24 hours,1407.03,2000.00,1407.03,1020.00,144.80,2000.00,Vendor 114,Vendor 114,Over NTE,6/11/2025,YES,Match,Match,-592.97,Manager 04
100479,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Ice Machines,Priority 2 - 24 hours,959.50,760.00,959.50,522.50,342.00,760.00,Vendor 014,Vendor 014,Under NTE,6/18/2025,YES,Match,Match,199.50,Manager 04
100526,Client B,Invoiced,1_Completed_Paid,TX,Landscaping,Cleanup,Priority 4 - 30 days,1407.03,0.00,1407.03,1020.00,144.80,,,,Over NTE,6/12/2025,NO,Match,Match,,Manager_Unknown
100508,Client B,Invoiced,1_Completed_Paid,TX,HVAC,HVAC General,Priority 2 - 24 hours,1977.55,1722.40,1977.55,1440.00,292.51,1722.40,Vendor 049,Vendor 049,Over NTE,6/17/2025,YES,Match,Match,255.15,Manager 03
100374,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Freezers,Priority 1 - 4 hours,3274.42,2371.59,3274.42,1772.50,1107.42,2371.59,Vendor 021,Vendor 021,Over NTE,6/13/2025,YES,Match,Match,902.83,Manager 05
100342,Client B,Invoiced,1_Completed_Paid,CA,Ceiling Repairs,General Ceiling Repairs,Priority 3 - 48 hours,2909.50,2375.00,2909.50,1995.00,724.50,2375.00,Vendor 013,Vendor 013,Over NTE,6/13/2025,YES,Match,Match,534.50,Manager 04
100539,Client B,Invoiced,1_Completed_Paid,TX,Plumbing,Sink Repair,Priority 2 - 24 hours,557.49,443.00,557.49,285.00,25.00,443.00,Vendor 115,Vendor 115,Under NTE,6/17/2025,YES,Match,Match,114.49,Manager 03
100077,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC General,Normal - 30 days ,6171.57,4700.00,6171.57,1260.00,4441.22,4700.00,Vendor 008,Vendor 008,Over NTE,4/16/2025,YES,Match,Match,1471.57,Manager 04
100540,Client B,Invoiced,1_Completed_Paid,TX,Roofing,Roofing General,Priority 1 - 4 hours,2894.09,2187.24,2894.09,1240.00,1273.52,2187.24,Vendor 116,Vendor 116,Over NTE,6/17/2025,YES,Match,Match,706.85,Manager 03
100061,Client A,Complete No Charge,1_Completed_Paid,IL,Parking Lot,Concrete Fill,Normal - 30 days ,0.00,0.00,0.00,0.00,0.00,0.00,Vendor 012,Vendor 012,Under NTE,,YES,Match,Match,0.00,Manager 03
100101,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,2569.86,2000.00,2569.86,400.40,1843.60,2000.00,Vendor 008,Vendor 008,Over NTE,4/22/2025,YES,Match,Match,569.86,Manager 04
100124,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Clogged Toilet,Urgent - 24-48 hours,285.00,225.00,285.00,285.00,0.00,450.00,Vendor 012,Vendor 012,Under NTE,4/21/2025,YES,Match,Different,-165.00,Manager 03
100549,Client B,Invoiced,1_Completed_Paid,CA,Pest Control,Pest Control,Priority 2 - 24 hours,2402.25,2093.13,2402.25,1900.00,312.25,2093.13,Vendor 107,Vendor 107,Over NTE,6/17/2025,YES,Match,Match,309.12,Manager 05
100302,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Electrical Misc,Priority 3 - 48 hours,3642.16,2953.25,3642.16,2574.00,870.16,2953.25,Vendor 018,Vendor 018,Over NTE,6/18/2025,YES,Match,Match,688.91,Manager 05
100303,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Hardware,Priority 3 - 48 hours,3851.20,3233.44,3851.20,2375.00,969.95,3233.44,Vendor 018,Vendor 018,Over NTE,7/3/2025,YES,Match,Match,617.76,Manager 05
100297,Client B,Invoiced,1_Completed_Paid,CA,Awnings,Fuel Island,Priority 3 - 48 hours,4049.25,3528.36,4049.25,2975.00,754.25,3528.36,Vendor 018,Vendor 018,Over NTE,7/29/2025,YES,Match,Match,520.89,Manager 05
100091,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Normal - 30 days ,733.66,375.00,733.66,201.50,346.25,375.00,Vendor 008,Vendor 008,Under NTE,4/23/2025,YES,Match,Match,358.66,Manager 04
100125,Client A,Complete No Charge,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 008,Vendor 008,Under NTE,,NO,Match,Match,,Manager 04
100136,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Normal - 30 days ,254.00,225.00,254.00,225.00,0.00,225.00,Vendor 012,Vendor 012,Under NTE,4/23/2025,YES,Match,Match,29.00,Manager 03
100064,Client A,Invoiced,1_Completed_Paid,TX,"Glass, Windows, and Mirrors","Glass, Windows, and Mirrors - General Repairs",Normal - 30 days ,621.53,302.58,621.53,220.50,83.66,302.58,Vendor 117,Vendor 117,Under NTE,4/23/2025,YES,Match,Match,318.95,Manager 04
100127,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Hardware,Urgent - 24-48 hours,232.74,165.00,232.74,115.00,65.00,165.00,Vendor 022,Vendor 022,Under NTE,4/21/2025,YES,Match,Match,67.74,Manager 04
100054,Client A,Invoiced,1_Completed_Paid,IL,Electrician,Outlet Broken,Normal - 30 days ,791.50,597.82,791.50,525.00,161.50,597.82,Vendor 001,Vendor 001,Under NTE,4/23/2025,YES,Match,Match,193.68,Manager 03
100121,Client A,Invoiced,1_Completed_Paid,TX,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,189.44,135.00,189.44,105.00,0.00,135.00,Vendor 015,Vendor 015,Under NTE,4/25/2025,YES,Match,Match,54.44,Manager 03
100527,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,888.67,755.00,888.67,675.00,138.67,755.00,Vendor 018,Vendor 018,Under NTE,6/17/2025,YES,Match,Match,133.67,Manager 05
100480,Client B,Invoiced,1_Completed_Paid,CA,Plumbing,Faucet Repairs,Priority 3 - 48 hours,325.00,288.00,348.75,166.25,87.50,288.00,Vendor 107,Vendor 107,Under NTE,6/17/2025,YES,Different,Match,60.75,Manager 04
100505,Client B,Invoiced,1_Completed_Paid,CA,Applicances,Slurpee Machines,Priority 3 - 48 hours,380.00,315.00,380.00,285.00,0.00,315.00,Vendor 014,Vendor 014,Under NTE,6/18/2025,YES,Match,Match,65.00,Manager 04
100123,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Hardware,Normal - 30 days ,189.44,135.00,189.44,105.00,0.00,135.00,Vendor 015,Vendor 015,Under NTE,4/23/2025,YES,Match,Match,54.44,Manager 04
100511,Client B,Invoiced,1_Completed_Paid,AL,Plumbing,Lift Station ,Priority 1 - 4 hours,3150.00,2500.00,3150.00,0.00,0.00,2500.00,Vendor 024,Vendor 024,Over NTE,6/20/2025,YES,Match,Match,650.00,Manager 05
100568,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Food Equipment,Priority 1 - 4 hours,638.38,497.63,638.38,356.25,139.63,497.63,Vendor 021,Vendor 021,Under NTE,6/22/2025,YES,Match,Match,140.75,Manager 05
100449,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Exterior Lighting,Priority 2 - 24 hours,2951.00,2605.00,2951.00,2178.00,575.00,2605.00,Vendor 013,Vendor 013,Over NTE,7/1/2025,YES,Match,Match,346.00,Manager 04
100041,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Maintenance,Normal - 30 days ,11583.00,8000.00,11583.00,7980.00,2720.23,8000.00,Vendor 020,Vendor 020,Over NTE,4/24/2025,YES,Match,Match,3583.00,Manager 02
100068,Client A,Invoiced,1_Completed_Paid,OH,Plumbing,Water Fountains,Urgent - 24-48 hours,820.56,1252.50,820.56,620.00,0.00,718.75,Vendor 118,Vendor 118,Under NTE,4/23/2025,YES,Match,Different,101.81,Manager 01
100126,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",General Door Repairs,Urgent - 24-48 hours,442.70,350.00,442.70,331.50,26.20,350.00,Vendor 012,Vendor 012,Under NTE,4/25/2025,YES,Match,Match,92.70,Manager 03
100135,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Normal - 30 days ,288.50,225.00,288.50,237.50,25.00,225.00,Vendor 012,Vendor 012,Under NTE,4/25/2025,YES,Match,Match,63.50,Manager 03
100130,Client A,Invoiced,1_Completed_Paid,IL,Misc Site Work,Exterior Site Work,Normal - 30 days ,275.00,225.00,275.00,220.00,25.00,225.00,Vendor 012,Vendor 012,Under NTE,4/25/2025,YES,Match,Match,50.00,Manager 03
100140,Client A,Invoiced,1_Completed_Paid,IL,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,113.00,77.00,113.00,98.00,0.00,77.00,Vendor 012,Vendor 012,Under NTE,4/25/2025,YES,Match,Match,36.00,Manager 03
100141,Client A,Invoiced,1_Completed_Paid,IL,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,275.00,225.00,275.00,225.00,25.00,225.00,Vendor 012,Vendor 012,Under NTE,4/28/2025,YES,Match,Match,50.00,Manager 03
100106,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Startup,Normal - 30 days ,730.69,600.00,730.69,525.00,65.00,600.00,Vendor 002,Vendor 002,Under NTE,4/29/2025,YES,Match,Match,130.69,Manager 02
100575,Client B,Invoiced,1_Completed_Paid,AL,HVAC,HVAC Repairs,Priority 1 - 4 hours,980.00,790.00,980.00,420.00,440.00,790.00,Vendor 098,Vendor 098,Under NTE,6/18/2025,YES,Match,Match,190.00,Manager 05
100142,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,427.59,345.00,427.59,375.00,20.00,345.00,Vendor 008,Vendor 008,Under NTE,4/25/2025,YES,Match,Match,82.59,Manager 04
100509,Client B,Invoiced,1_Completed_Paid,TX,Applicances,Refrigerators,Priority 2 - 24 hours,259.80,250.00,259.80,160.00,0.00,250.00,Vendor 014,Vendor 014,Under NTE,6/25/2025,YES,Match,Match,9.80,Manager 03
100564,Client B,Writing Off - Refer to Notes,5_Rejected_Cancelled,TX,Applicances,Ice Machines,Priority 1 - 4 hours,0.00,177.50,205.68,95.00,0.00,177.50,Vendor 031,Vendor 031,Under NTE,,YES,Different,Match,28.18,Manager 09
100137,Client A,Invoiced,1_Completed_Paid,TX,Misc Site Work,Interior Misc Site Work,Normal - 30 days ,168.06,135.00,168.06,94.25,0.00,135.00,Vendor 015,Vendor 015,Under NTE,4/25/2025,YES,Match,Match,33.06,Manager 04
100284,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,918.48,728.40,918.48,475.00,133.48,728.40,Vendor 014,Vendor 014,Under NTE,6/19/2025,YES,Match,Match,190.08,Manager 04
100100,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,1893.29,1350.00,1893.29,300.30,1128.70,1350.00,Vendor 008,Vendor 008,Over NTE,4/25/2025,YES,Match,Match,543.29,Manager 04
100079,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Parts,Normal - 30 days ,4985.78,3564.00,4985.78,475.00,3940.80,3564.00,Vendor 027,Vendor 027,Over NTE,4/25/2025,YES,Match,Match,1421.78,Manager 02
100574,Client B,Invoiced,1_Completed_Paid,TN,HVAC,HVAC General,Priority 1 - 4 hours,464.25,352.25,464.25,320.00,64.25,352.25,Vendor 021,Vendor 021,Under NTE,6/19/2025,YES,Match,Match,112.00,Manager 05
100074,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Repairs,Urgent - 24-48 hours,1140.55,950.00,1140.55,690.00,363.63,950.00,Vendor 104,Vendor 104,Over NTE,4/28/2025,YES,Match,Match,190.55,Manager 04
100096,Client A,Invoiced,1_Completed_Paid,OH,Applicances,Food Equipment,Urgent - 24-48 hours,2254.51,1597.20,2254.51,1012.50,602.54,1597.20,Vendor 119,Vendor 119,Over NTE,4/25/2025,YES,Match,Match,657.31,Manager 03
100567,Client B,Invoiced,1_Completed_Paid,TN,HVAC,HVAC General,Priority 2 - 24 hours,527.05,458.04,527.05,320.00,127.05,458.04,Vendor 021,Vendor 021,Under NTE,6/18/2025,YES,Match,Match,69.01,Manager 05
100088,Client A,Invoiced,1_Completed_Paid,TX,Splash Pads,Splash Pad Startup,Normal - 30 days ,470.89,350.00,470.89,435.00,0.00,350.00,Vendor 006,Vendor 006,Under NTE,4/28/2025,YES,Match,Match,120.89,Manager 02
100128,Client A,Invoiced,1_Completed_Paid,OH,Applicances,Food Equipment,Urgent - 24-48 hours,1168.09,1015.73,1168.09,175.00,703.80,1015.73,Vendor 066,Vendor 066,Over NTE,4/25/2025,YES,Match,Match,152.36,Manager 04
100557,Client B,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Closers ,Priority 2 - 24 hours,736.15,618.05,736.15,297.50,297.55,618.05,Vendor 031,Vendor 031,Under NTE,7/29/2025,YES,Match,Match,118.10,Manager 03
100601,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Food Equipment,Priority 1 - 4 hours,285.00,200.00,285.00,190.00,0.00,200.00,Vendor 021,Vendor 021,Under NTE,6/18/2025,YES,Match,Match,85.00,Manager 05
100572,Client B,Invoiced,1_Completed_Paid,TN,Applicances,Refrigerators,Priority 1 - 4 hours,532.78,364.20,532.78,332.50,105.28,364.20,Vendor 021,Vendor 021,Under NTE,6/18/2025,YES,Match,Match,168.58,Manager 05
100597,Client B,Invoiced,1_Completed_Paid,TX,Ceiling Repairs,General Ceiling Repairs,Priority 1 - 4 hours,2182.63,1714.79,2182.63,1190.00,666.29,1714.79,Vendor 116,Vendor 116,Over NTE,6/25/2025,YES,Match,Match,467.84,Manager 04
100596,Client B,Invoiced,1_Completed_Paid,AL,HVAC,HVAC General,Priority 1 - 4 hours,775.00,685.00,775.00,480.00,175.00,685.00,Vendor 040,Vendor 040,Under NTE,6/22/2025,YES,Match,Match,90.00,Manager 05
100555,Client B,Invoiced,1_Completed_Paid,LA,Plumbing,Plumbing General,Priority 2 - 24 hours,665.00,520.00,665.00,570.00,0.00,520.00,Vendor 030,Vendor 030,Under NTE,6/19/2025,YES,Match,Match,145.00,Manager 04
100530,Client B,Invoiced,1_Completed_Paid,TX,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,2917.94,2147.50,2917.94,1190.00,1537.94,2147.50,Vendor 025,Vendor 025,Over NTE,6/24/2025,YES,Match,Match,770.44,Manager 04
100611,Client B,Invoiced,1_Completed_Paid,TN,HVAC,HVAC General,Priority 1 - 4 hours,360.00,337.50,360.00,240.00,0.00,337.50,Vendor 021,Vendor 021,Under NTE,8/28/2025,YES,Match,Match,22.50,Manager 05
100594,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 3 - 48 hours,486.12,412.00,486.12,356.25,34.87,412.00,Vendor 018,Vendor 018,Under NTE,6/30/2025,YES,Match,Match,74.12,Manager 05
